driverid,first_name,last_name,email,password,phone_number,city,seats,average_shift_length
4c9f4af8-8186-47c5-bee6-51f3e8b25a9d,Lisa,Yoder,LisaYoder@gmail.com,1!ZionTF,425-424-791,Bellevue,4,272.6693500658819
a7f9248f-d27d-43d2-a8a6-a820dda05ce2,Juan,Ayers,JuanAyers@gmail.com,1!ZionTF,425-834-219,Everett,2,137.6089796280296
a8aa68e2-3a5e-48a5-99bc-c8d9556b446e,Jimmy,Taylor,JimmyTaylor@gmail.com,1!ZionTF,206-188-542,Seattle,3,56.0916807260515
900554fc-c960-4cda-8d7a-faa438b9b552,Todd,Houston,ToddHouston@gmail.com,1!ZionTF,253-681-728,Tacoma,2,121.73614391981641
ac703f5f-1b35-47f0-b866-1a95c665a06d,Kevin,Rios,KevinRios@gmail.com,1!ZionTF,253-572-629,Tacoma,3,522.3650118903271
eb8bcc20-21e3-48ea-93d9-9ee7aa0fbdc9,Desiree,Brown,DesireeBrown@gmail.com,1!ZionTF,425-274-655,Bellevue,4,200.14086621343606
415ed06d-f076-4b83-aec8-2ea56ce8cff3,Mason,Nguyen,MasonNguyen@gmail.com,1!ZionTF,425-349-934,Everett,2,51.81979181741541
a349ed00-acfe-48bc-9a02-78562f7cc7ba,Jason,Johnson,JasonJohnson@gmail.com,1!ZionTF,253-777-387,Tacoma,4,293.848067464839
f582175e-7062-4d20-a828-75b33c188b10,Maria,Sullivan,MariaSullivan@gmail.com,1!ZionTF,425-349-151,Everett,2,91.72568584171317
7b7ef509-f6a1-40ef-8f1d-1aedb499e829,Jose,Welch,JoseWelch@gmail.com,1!ZionTF,206-784-368,Seattle,2,84.1565226083898
9ddc6855-5720-4167-8df0-ba8a86491eae,David,Williams,DavidWilliams@gmail.com,1!ZionTF,253-697-445,Tacoma,4,236.44909792107995
6c312125-fb15-49ff-ba0e-48adfa751de6,Jeremy,Nguyen,JeremyNguyen@gmail.com,1!ZionTF,425-378-399,Everett,2,203.08233476120387
5bb34c5c-8a1e-498d-89e7-85274a944706,Daniel,Porter,DanielPorter@gmail.com,1!ZionTF,425-414-752,Bellevue,5,316.3331214621793
cbaafc56-0a63-4101-9e98-07857f180fc4,Richard,Smith,RichardSmith@gmail.com,1!ZionTF,253-591-627,Tacoma,4,232.19374754201453
f4d4018b-8c9b-47f4-a3a2-0ad7acd63481,Jeffrey,Shaffer,JeffreyShaffer@gmail.com,1!ZionTF,206-735-931,Seattle,4,596.7268561239614
9fad1839-bbd4-4bad-8a98-35e1d79473de,Christina,Wilson,ChristinaWilson@gmail.com,1!ZionTF,253-982-576,Tacoma,2,286.7837947942119
5a8f0153-cf80-4a4f-ad2b-7ecd149f16c2,Christopher,Garcia,ChristopherGarcia@gmail.com,1!ZionTF,425-972-658,Bellevue,2,57.62047580583215
bfe746e7-7386-4965-acd5-99f628e12e29,Christopher,Carter,ChristopherCarter@gmail.com,1!ZionTF,425-222-846,Everett,3,152.25092738509719
b6bf4976-1d4b-4f6f-ad94-6d205e1ef8f1,Jessica,Evans,JessicaEvans@gmail.com,1!ZionTF,253-787-417,Tacoma,5,299.50336101393845
c028aac5-2081-46b2-a3ca-8192fd17bb53,Kristy,Hamilton,KristyHamilton@gmail.com,1!ZionTF,253-762-769,Tacoma,4,500.4214000233121
2da7ceaf-603e-43ea-a719-118e0e057655,Edward,Lyons,EdwardLyons@gmail.com,1!ZionTF,253-779-792,Tacoma,3,302.75944409919913
357327b1-950e-4140-bbd7-e9031f5a0d06,Shelley,Haynes,ShelleyHaynes@gmail.com,1!ZionTF,425-786-174,Bellevue,4,484.8341763079704
41b63292-442a-481e-a1ec-e0b0a24bee22,Sarah,Miller,SarahMiller@gmail.com,1!ZionTF,425-928-762,Everett,5,180.0838039240108
b5f95cdc-d3ec-4eca-a704-111a8778eccd,Tamara,Davenport,TamaraDavenport@gmail.com,1!ZionTF,425-391-232,Bellevue,3,410.6497681575282
e99910a4-2fa2-451f-a797-3495da1914cf,Paula,Gregory,PaulaGregory@gmail.com,1!ZionTF,253-837-329,Tacoma,4,313.043029611387
eadc0cd9-f3be-4749-8707-f37db4e971e2,Susan,Deleon,SusanDeleon@gmail.com,1!ZionTF,253-349-334,Tacoma,3,180.2083522705189
bd9a3d14-fb23-46b4-bc28-c4a9bcdce2b8,Lisa,Jones,LisaJones@gmail.com,1!ZionTF,425-854-543,Everett,5,477.5464230451309
053fdc9a-141a-4511-b80c-e0bf27e833f4,Nicole,Martin,NicoleMartin@gmail.com,1!ZionTF,425-296-545,Everett,3,548.915681915709
db6939fe-0034-41a3-bf8d-4861391eb900,Jennifer,Edwards,JenniferEdwards@gmail.com,1!ZionTF,253-233-349,Tacoma,5,253.68249083313492
e0c78622-a0df-42f6-8b8f-8264cad97327,Jessica,Robertson,JessicaRobertson@gmail.com,1!ZionTF,425-923-142,Everett,4,139.25331079108616
858c2183-7262-4a7b-951a-2917dc5feeab,Michael,Holland,MichaelHolland@gmail.com,1!ZionTF,206-118-578,Seattle,5,99.83713137741124
f4a2ad27-00fe-4100-a02a-7f7ae8789f12,Joshua,Smith,JoshuaSmith@gmail.com,1!ZionTF,425-243-588,Everett,5,532.3507592245775
49d1aa87-d5f8-4743-a59a-ce9a5c436045,Anna,Avila,AnnaAvila@gmail.com,1!ZionTF,425-713-265,Bellevue,2,235.1971849396589
efb28cd8-a594-4876-ab8c-a2d4194e4c60,Michael,Roberts,MichaelRoberts@gmail.com,1!ZionTF,206-759-951,Seattle,2,100.43841256548558
2b48b7c1-18a5-4633-a33b-54d71bcbaa4f,Christopher,Patterson,ChristopherPatterson@gmail.com,1!ZionTF,206-274-716,Seattle,3,576.1335928589251
dc829d71-15f9-4fed-9d7b-6b168ecf035f,Bryan,Burke,BryanBurke@gmail.com,1!ZionTF,425-873-311,Bellevue,4,464.23064887118994
15107870-ee98-4e5d-9755-87b19fc41816,Melissa,Keith,MelissaKeith@gmail.com,1!ZionTF,425-629-236,Everett,5,369.7071473614095
7d9a6e0a-5214-4a94-979d-2a1fd81a1e19,Jimmy,Glenn,JimmyGlenn@gmail.com,1!ZionTF,206-778-265,Seattle,3,368.2107929601646
f0cc8733-274c-4cbc-a511-b36dc431ee5f,Sandra,Powell,SandraPowell@gmail.com,1!ZionTF,253-458-783,Tacoma,2,356.45342185968354
a4c8fa46-8ca1-4510-ab95-9d0f7ba2184e,Sierra,Lloyd,SierraLloyd@gmail.com,1!ZionTF,206-925-822,Seattle,2,300.659367330312
d6b5314f-0112-4b10-9d71-29475351cb12,Andrew,Martinez,AndrewMartinez@gmail.com,1!ZionTF,425-795-515,Bellevue,4,140.7231162080219
50f87285-09dd-4229-96d2-c1f28225abb0,Danielle,White,DanielleWhite@gmail.com,1!ZionTF,206-737-626,Seattle,5,202.23216423181796
317af09a-4880-4138-bd14-c048acf1726f,Bradley,Patterson,BradleyPatterson@gmail.com,1!ZionTF,253-594-981,Tacoma,2,102.04030111515357
ee785019-285d-4cf3-bf4a-35b7b07e2d58,Phillip,Dunn,PhillipDunn@gmail.com,1!ZionTF,425-488-384,Bellevue,5,251.0280904829569
38034816-15a6-471a-95a8-9e53148154ce,Stephen,Parsons,StephenParsons@gmail.com,1!ZionTF,425-917-465,Bellevue,3,339.33622462900865
cae05189-358a-44af-81f3-d0ce234c0cb6,Gregory,Lewis,GregoryLewis@gmail.com,1!ZionTF,206-896-323,Seattle,5,316.8931774221681
672b8fc1-c3e6-4f26-9d0a-5a54090a3437,Alisha,Cardenas,AlishaCardenas@gmail.com,1!ZionTF,253-114-637,Tacoma,2,547.0586283854394
a9dc474d-640e-4253-9321-5203c9d5c5f4,Scott,Davis,ScottDavis@gmail.com,1!ZionTF,425-534-346,Bellevue,2,402.0735289175622
701a67c9-4036-472b-95e2-218670357f54,Joseph,Allison,JosephAllison@gmail.com,1!ZionTF,253-354-921,Tacoma,2,504.5662252858906
889a7233-0306-4d94-805b-3d2d71b2f5ca,Isabella,Villa,IsabellaVilla@gmail.com,1!ZionTF,253-772-548,Tacoma,3,333.4446035559341
b306ef9d-7b5d-441c-936e-5fa3f4534d0d,Jennifer,Johns,JenniferJohns@gmail.com,1!ZionTF,253-137-898,Tacoma,4,85.97632730281349
3e6396cb-8fff-45f0-9415-0f511c7eff64,Angel,Yoder,AngelYoder@gmail.com,1!ZionTF,425-889-894,Everett,4,218.42590773034527
acfe9d36-ef2c-437f-ae1d-e4cf59286890,Julie,West,JulieWest@gmail.com,1!ZionTF,253-126-812,Tacoma,2,89.88093452911735
34063bea-db3d-4735-b58c-ef34d791ecbe,Brian,Merritt,BrianMerritt@gmail.com,1!ZionTF,425-178-145,Bellevue,5,197.63780911164898
a0888f76-fb92-4d8d-a5f1-b6ded295ade1,Robert,Mcdowell,RobertMcdowell@gmail.com,1!ZionTF,253-816-531,Tacoma,3,383.9561922220156
75c66821-834c-4419-9ab7-753888fcdeca,John,Pearson,JohnPearson@gmail.com,1!ZionTF,206-491-417,Seattle,3,159.9966956257791
406e6899-8ff8-4c77-b01e-fe98d86737a7,Stacy,Carter,StacyCarter@gmail.com,1!ZionTF,425-837-281,Everett,4,212.81744269784215
d3fd80aa-a57e-4553-a80e-334de6ffe84b,Zachary,Nolan,ZacharyNolan@gmail.com,1!ZionTF,253-819-475,Tacoma,5,505.18623864835644
3cf3373b-991c-45e7-9a63-10861e39a4a0,Austin,Deleon,AustinDeleon@gmail.com,1!ZionTF,253-437-412,Tacoma,2,243.31133468247816
967b41b3-2e93-4785-a365-e076bc96d081,Stacey,Vasquez,StaceyVasquez@gmail.com,1!ZionTF,425-534-254,Bellevue,5,121.51675372364814
07cd7c3f-7e9f-46eb-bb2e-007c4ac05d0d,Heidi,Moore,HeidiMoore@gmail.com,1!ZionTF,425-755-979,Everett,4,115.37471725684686
1c78830c-ab4d-4ae5-a720-3193c993ab7a,Megan,Roberts,MeganRoberts@gmail.com,1!ZionTF,206-491-632,Seattle,4,501.2440733677139
0db0435c-1109-4067-ba97-ead8e1a01239,Kathryn,Anderson,KathrynAnderson@gmail.com,1!ZionTF,253-219-576,Tacoma,4,357.071429252724
b41cdb44-8242-43e6-bf3b-1fbe9e2d0579,Cheryl,Bryant,CherylBryant@gmail.com,1!ZionTF,253-183-613,Tacoma,4,111.27532820065373
dfbbe8f2-7634-421d-bb21-b988ee438171,Cheryl,Norris,CherylNorris@gmail.com,1!ZionTF,425-217-336,Bellevue,2,244.22005956350492
f6e20f09-d32e-43ae-b9cc-f1631c245677,Kayla,Ali,KaylaAli@gmail.com,1!ZionTF,425-366-961,Bellevue,2,489.90913825713926
244a5481-bfb5-41c2-97cc-045b80a8a8c7,Cody,Mejia,CodyMejia@gmail.com,1!ZionTF,206-591-797,Seattle,2,505.35448140719564
0257cca9-d5f5-4fcc-b907-4b4549cd42e7,Sarah,Hayes,SarahHayes@gmail.com,1!ZionTF,425-744-453,Bellevue,2,460.62488361065573
a5986c45-b96f-4fb6-b15e-e63f50f2a40a,James,Green,JamesGreen@gmail.com,1!ZionTF,206-654-519,Seattle,5,599.7301904794386
578dc120-34e2-42c3-92f0-0988f6e22a55,Todd,Zimmerman,ToddZimmerman@gmail.com,1!ZionTF,425-895-374,Bellevue,4,541.0046660897028
f8a98dc9-4fe7-4b61-8a80-4a8a33f2fbfa,Laurie,White,LaurieWhite@gmail.com,1!ZionTF,425-511-191,Bellevue,3,430.6327805715843
7beba9c6-344a-4234-9a22-ef878e7636c1,Dennis,Mills,DennisMills@gmail.com,1!ZionTF,206-625-634,Seattle,2,97.26779981873469
f0850eb1-5063-4379-8c7b-829babf5385b,Mary,Wilson,MaryWilson@gmail.com,1!ZionTF,206-635-756,Seattle,2,587.637657392042
c3fed583-b0ac-488b-aaa4-735d00ad8a6f,Debra,King,DebraKing@gmail.com,1!ZionTF,425-132-593,Everett,5,269.91829616462127
3209d49f-affd-4447-b23f-1335015d4cd3,Jonathan,Shaw,JonathanShaw@gmail.com,1!ZionTF,425-961-438,Bellevue,3,137.37360983620667
5fecc397-3912-431e-952a-54c6dc55e3f0,Julie,Johnston,JulieJohnston@gmail.com,1!ZionTF,425-126-344,Everett,3,92.69385346012811
0d8872df-0acc-48aa-bfda-d548e4fa9456,Frederick,Hardy,FrederickHardy@gmail.com,1!ZionTF,425-493-376,Everett,4,48.51956081476546
be53b731-b102-4753-b287-a5effe176157,William,Moreno,WilliamMoreno@gmail.com,1!ZionTF,206-856-186,Seattle,5,509.21825707227043
1012acfb-5269-4700-b3ac-4ec609e5a576,Valerie,Paul,ValeriePaul@gmail.com,1!ZionTF,425-781-641,Bellevue,3,116.25054659443235
1839770c-13bc-4470-82fe-39189b6b8eae,Robert,Welch,RobertWelch@gmail.com,1!ZionTF,425-339-973,Everett,5,198.20606550661657
d09876fa-18aa-47c1-a97d-336cb196243c,Patricia,Howard,PatriciaHoward@gmail.com,1!ZionTF,425-952-977,Bellevue,2,401.10065782495053
80b9ee9d-8c11-45fc-a53e-2567c5e1618c,Amber,Sanders,AmberSanders@gmail.com,1!ZionTF,425-981-944,Bellevue,3,502.6861812506061
c979b62e-fa00-4020-8feb-11f6acb2286a,Roger,Hays,RogerHays@gmail.com,1!ZionTF,425-816-229,Bellevue,2,45.37262222258695
4f77a697-565d-4d3f-8d49-169a64134a4c,Jessica,Lee,JessicaLee@gmail.com,1!ZionTF,425-624-423,Bellevue,2,207.1355086801048
7561b5c2-ee17-4778-8039-90b802fa0c4a,Steven,Gilbert,StevenGilbert@gmail.com,1!ZionTF,206-132-113,Seattle,5,243.00106348640344
7096a4bb-fc7f-4b04-bb42-1b582b673829,Amy,Blair,AmyBlair@gmail.com,1!ZionTF,253-369-313,Tacoma,2,423.7365229089203
acb5916c-7219-4afa-ba9f-8b450e45ff6f,Mario,Nguyen,MarioNguyen@gmail.com,1!ZionTF,253-271-278,Tacoma,2,55.49154941151074
08e0b5bb-1adb-45ae-ab0d-e6bcc4ed2c9c,Joshua,Hart,JoshuaHart@gmail.com,1!ZionTF,206-916-629,Seattle,5,254.60236210871645
a109fc5f-d821-44a4-996d-0a041c25b99c,Cory,Williams,CoryWilliams@gmail.com,1!ZionTF,425-666-838,Bellevue,2,550.4647265849956
e45f00e6-56c8-4361-a589-7653cfd5e9c0,David,Bryant,DavidBryant@gmail.com,1!ZionTF,425-285-644,Bellevue,5,546.8462290406815
5f15109f-f07b-4b67-a4be-a05af92baa5e,Grant,Skinner,GrantSkinner@gmail.com,1!ZionTF,253-453-143,Tacoma,2,61.304658377731386
ed337321-d351-41d4-b59d-cf761426f383,Hannah,Walker,HannahWalker@gmail.com,1!ZionTF,253-153-866,Tacoma,4,231.63998296449208
754d3e0a-fdb9-45f8-bde9-c8bb7a653d18,Kyle,Schneider,KyleSchneider@gmail.com,1!ZionTF,206-482-698,Seattle,3,182.57503492100747
beed7c7e-0941-4ccf-aba9-aa97ba06bbf9,Bobby,Nelson,BobbyNelson@gmail.com,1!ZionTF,425-571-378,Everett,4,300.2467288140642
b2f81ebd-146c-4772-a001-77d7730d71e0,Jennifer,Jackson,JenniferJackson@gmail.com,1!ZionTF,425-941-252,Everett,2,169.3410993273555
da1b5094-be80-4c9b-876c-38ca4e579302,Katherine,Miller,KatherineMiller@gmail.com,1!ZionTF,425-768-815,Bellevue,3,413.67485482489025
f3be43c9-8a14-46c9-be3d-ca7bb790145e,Michael,Johnson,MichaelJohnson@gmail.com,1!ZionTF,425-193-587,Everett,5,262.7542573887237
f5e254a7-6437-4c7b-8339-ba610248b047,Joseph,Santiago,JosephSantiago@gmail.com,1!ZionTF,425-734-663,Everett,3,293.2932746526479
60335dbd-210c-444e-bba1-d99b533a0a91,Sherri,Thompson,SherriThompson@gmail.com,1!ZionTF,425-538-657,Everett,2,289.50057361817653
a8a50f9d-020d-4e00-bdbb-627eaa881a3c,Emily,Allen,EmilyAllen@gmail.com,1!ZionTF,425-983-856,Bellevue,2,367.1996566367521
5f4378a7-fa8d-4218-82f3-9438f9159fdc,Molly,Powell,MollyPowell@gmail.com,1!ZionTF,425-618-732,Bellevue,4,555.8648010553666
3d930487-59f0-4d55-bac1-e710b75ab48c,Kyle,Sexton,KyleSexton@gmail.com,1!ZionTF,253-492-793,Tacoma,5,127.79356224213196
c2d022b8-81d2-4de7-95a2-f7190c1a86a4,Daniel,Figueroa,DanielFigueroa@gmail.com,1!ZionTF,425-862-471,Everett,4,173.1094402283903
13065f1f-ba9e-493b-9662-fd4f6e885656,Tony,Davis,TonyDavis@gmail.com,1!ZionTF,425-725-398,Bellevue,5,397.9313843500998
fd8c458a-5de6-4857-9362-ab5e9349ce79,Sarah,Barnes,SarahBarnes@gmail.com,1!ZionTF,425-961-769,Everett,2,377.7229945613844
9a9da51a-67f6-4f0d-883d-04b0bda3b8a8,Ashley,Garcia,AshleyGarcia@gmail.com,1!ZionTF,425-258-973,Everett,4,350.03396310487483
e2a4a6fa-55a0-4f1b-971a-5d8cd2c12a82,John,Lewis,JohnLewis@gmail.com,1!ZionTF,425-437-523,Everett,2,392.6088054423918
4b4da391-cc02-4785-8325-75c77635b44f,Kendra,George,KendraGeorge@gmail.com,1!ZionTF,425-824-593,Bellevue,4,278.2105055870152
07ced91f-60c0-4265-9c14-2275844054c0,Aaron,James,AaronJames@gmail.com,1!ZionTF,425-225-997,Bellevue,2,568.9548768806131
14cc9e82-d372-497a-a972-614f55da1b76,Linda,Garrett,LindaGarrett@gmail.com,1!ZionTF,206-855-563,Seattle,2,301.72543346145056
5834e7eb-07ca-43f9-bf0c-9c00edb25dcd,David,Rodgers,DavidRodgers@gmail.com,1!ZionTF,425-184-285,Bellevue,5,75.95527166697856
6df9a5b8-4b46-46c2-a087-13cefde5c41e,Renee,Bradley,ReneeBradley@gmail.com,1!ZionTF,425-731-193,Bellevue,2,67.85274148256056
e21a8fed-7661-446a-98aa-70612ec5bf09,Jennifer,Logan,JenniferLogan@gmail.com,1!ZionTF,425-442-512,Bellevue,4,335.51932171008036
a4d27250-d009-4f03-891a-6b5387840c09,Wendy,Anderson,WendyAnderson@gmail.com,1!ZionTF,425-478-887,Bellevue,4,130.58350287684243
92ba9401-78f2-4bb2-84c9-861f25a93120,Joseph,Randall,JosephRandall@gmail.com,1!ZionTF,425-438-792,Bellevue,5,402.66911038303874
ec405f86-17fa-4e83-b09b-3a0b07f613da,Christopher,Powell,ChristopherPowell@gmail.com,1!ZionTF,206-571-242,Seattle,2,237.72617176449216
397f1564-64df-44a7-945a-31fe9aaaa55d,Marie,Herrera,MarieHerrera@gmail.com,1!ZionTF,206-992-617,Seattle,2,93.66233293521076
0c863e19-27f5-4cc0-ad4d-005f18e0c636,Steven,Carey,StevenCarey@gmail.com,1!ZionTF,253-758-254,Tacoma,3,362.44479037349237
daccd73d-4c70-48e6-a548-13e80cf99d31,Sharon,Quinn,SharonQuinn@gmail.com,1!ZionTF,425-844-436,Everett,5,488.73914282686735
e9dba294-62ea-49e3-a305-3ee231c1e302,Robin,Simmons,RobinSimmons@gmail.com,1!ZionTF,253-484-725,Tacoma,5,362.8071448090625
41daee0d-dcc4-40c0-8753-d5bc49656552,Carmen,Mcdonald,CarmenMcdonald@gmail.com,1!ZionTF,206-743-215,Seattle,5,79.69777288759595
2c202a7f-b1ce-422a-8e40-e2a0049d21fd,Joseph,Jones,JosephJones@gmail.com,1!ZionTF,253-987-822,Tacoma,2,303.75006924299515
5da85cf9-045b-40e5-81ba-0a8d509cca25,Amy,Ford,AmyFord@gmail.com,1!ZionTF,253-485-673,Tacoma,3,411.13756860540946
5d135953-84cb-4439-ad41-03a9c9f5854b,Heather,Johnson,HeatherJohnson@gmail.com,1!ZionTF,206-378-336,Seattle,5,510.0957791725314
b14b3621-8b8d-4a2c-81cc-eaf179bcbdca,Peter,Hill,PeterHill@gmail.com,1!ZionTF,425-567-976,Bellevue,3,552.378174517818
1f1cf992-a530-46ba-a9f0-e66001f8acdc,Patrick,Lopez,PatrickLopez@gmail.com,1!ZionTF,253-926-124,Tacoma,3,385.94083306892486
89d81be6-ab37-4d06-aa9f-f3ea8d1d62c2,Alicia,Watts,AliciaWatts@gmail.com,1!ZionTF,425-751-373,Everett,5,258.8025083882849
d3e63f87-ffee-4be8-a0c6-17fbaf683123,John,Phillips,JohnPhillips@gmail.com,1!ZionTF,253-943-893,Tacoma,3,406.1887865064851
e661eed4-ce6d-441c-9274-c7d3dad4efeb,Jeff,Ward,JeffWard@gmail.com,1!ZionTF,425-438-599,Everett,5,283.65003792280424
0c3125cc-2a98-411a-880d-82b5bbd59cbb,Tanner,Mcdonald,TannerMcdonald@gmail.com,1!ZionTF,253-147-457,Tacoma,3,554.3637408745063
d82a042b-bbdd-4ed0-b36b-5dd91d598275,Victoria,Martin,VictoriaMartin@gmail.com,1!ZionTF,206-572-684,Seattle,4,342.2745617423221
74bc6362-a657-4968-a9ef-4b2198d15a2e,James,Cochran,JamesCochran@gmail.com,1!ZionTF,425-999-299,Everett,2,546.3263788782792
1ef0aba6-005e-409b-95b3-017d84a8920a,Desiree,Nguyen,DesireeNguyen@gmail.com,1!ZionTF,425-582-496,Bellevue,5,485.7431513954368
9248bf48-1247-4c45-a92f-6364fbb6e0d2,Brian,Powell,BrianPowell@gmail.com,1!ZionTF,425-147-871,Bellevue,2,373.9355223851058
04981751-bde3-4812-8797-655c9d2a1250,Amanda,Davis,AmandaDavis@gmail.com,1!ZionTF,425-425-929,Everett,5,279.92388374971455
08ed8e63-1192-4866-91a1-deea3d7946b8,Teresa,Rodriguez,TeresaRodriguez@gmail.com,1!ZionTF,206-149-985,Seattle,3,144.07875218117414
a4d98e89-aa42-4a1a-964d-58565dcddf90,Christopher,Martinez,ChristopherMartinez@gmail.com,1!ZionTF,206-527-361,Seattle,5,425.28983787912154
a9704fd1-9e97-4b52-a27b-51e0fc00c3f6,Deanna,Jones,DeannaJones@gmail.com,1!ZionTF,425-481-793,Everett,4,254.42090166776586
cc847b1e-99b4-4dd5-a082-22a25c8f7fbd,Marissa,Rodriguez,MarissaRodriguez@gmail.com,1!ZionTF,253-579-953,Tacoma,3,272.90013970471796
